run_date,company,summary,source_titles,chatter_summary,chatter_source_titles
"2026-09-01","Godrej Properties","No fresh news found for Godrej Properties today from the tracked sources.","","- Posts 1, 2, 4, and 5 contain verified news reports or official company announcements (Padel facility launch, merger effectiveness, earnings guidance, Q1 results) rather than unverified speculation or rumors about Godrej Properties.
- StockTwits users are circulating post 6 with mixed commentary on Q1 results showing net profit decline of 42% YoY and widening EBITDA losses, though these figures appear drawn from official earnings reports rather than speculation.
- Post 3 reports the official NCLT-sanctioned Embellish Houses merger becoming effective after ROC filing, which is a confirmed corporate action, not social media speculation.","GODREJ PROPERTIES 🚨 
 
✅ Godrej Properties launches an On Court Padel facility at Godrej City, Panvel. 
 
✅ The initiative strengthens the company’s lifestyle-led mixed-use development strategy. 
 
✅ The facility is part of a broader focus on wellness-integrated residential development. 
 
✅ The company is also expanding its residential offerings with premium Sky Villas. 
 
📌 Why it matters: 
The move highlights Godrej Properties’ focus on creating premium, experience-driven communities that combine residential living, wellness and lifestyle amenities. 
 
$GODREJPROP.NSE | Market share of Real estate cos of India 🏗🏢🏘

DLF  - Delhi NCR, Pan-India
Godrej Prop - Pan-India 
Oberoi Realty - Mumbai Metropolitan Region 
Phoenix Mills - Pan-India
Lodha - Mumbai (MMR), Pune

$GODREJPROP.NSE | 🚨 Godrej Properties makes Embellish Houses merger effective after completing ROC filing

$GODREJPROP.NSE 

Godrej Properties has made the Scheme of Amalgamation of its wholly owned subsidiary Embellish Houses Private Limited with the listed company effective after filing the NCLT-sanctioned scheme with the Registrar of Companies, Mumbai. 0

The Mumbai Bench of the NCLT had sanctioned the amalgamation on July 8. Godrej Properties received the certified copy of the order on August 7 and has now completed the filing required to make the scheme operative.

The appointed date of the scheme is November 1, 2025. Since Embellish Houses is wholly owned by Godrej Properties, no new Godrej Properties shares will be issued as merger consideration; the subsidiary’s existing shares will stand cancelled under the scheme. 1

The amalgamation consolidates the real-estate businesses within Godrej Properties and reduces the number of separate legal entities and related administrative and regulatory compliances. | $GODREJPROP.NSE shares jump over 4% on positive FY27 outlook, strong residential market 
 
https://www.cnbctv18.com/market/godrej-properties-share-price-strong-fy27-outlook-operating-cash-flow-collections-new-launches-returns-19962159.htm | $GODREJPROP.NSE Q1 Results: Operating cash flow of ₹20,000 crore see by next seven quarters 
 
https://www.cnbctv18.com/market/godrej-properties-q1-results-cash-flow-guidance-fy28-fcf-booking-collection-share-price-19961195.htm | GODREJ PROPERTIES | Q1 RESULTS 🚨 
 
✅ Net Profit declined 42% YoY to ₹350 Cr vs ₹600 Cr 
 
✅ Revenue increased 16% YoY to ₹506 Cr vs ₹435 Cr 
 
✅ Other Income fell to ₹839 Cr vs ₹1,186 Cr YoY 
 
✅ EBITDA Loss widened to ₹285.5 Cr vs ₹243 Cr loss YoY 
 
📊 Mixed quarterly performance with higher revenue, but profitability remained under pressure due to a wider EBITDA loss and lower other income. 
 
$GODREJPROP.NSE"
"2026-09-01","Biocon","I appreciate your request, but I'm unable to see the actual content of the article from the link provided. The headline suggests this is a ""Buy, Sell or Hold"" analysis covering multiple companies including Biocon, but without access to the full article text, I cannot extract specific facts or developments about Biocon to summarize.

To provide accurate bullet points as requested, I would need:
- The full text of the article(s)
- Or additional articles with substantive content about Biocon

Could you please share the complete article text or additional sources with details about Biocon's developments?","Buy, Sell Or Hold: Mahindra & Mahindra, Coforge, TVS Motor, Biocon And Divi's Labs — Ask Profit - NDTV Profit","- Posts are primarily sharing official news articles and FDA approvals already reported by mainstream outlets (CNBC-TV18, etc.), rather than containing unverified social media speculation or rumors about Biocon.","[Financial Sarthis | Research Analyst INH000017091 | BSE Enlistment No. 6253] 
 
WEEKLY DOUBLE DOJI ALERT | Weekly Chart Edition 
 
This week’s Weekly Double Doji setups: 
 
$NAUKRI.NSE  
$BIOCON.NSE  
$AMBUJACEM.NSE  
 
🔗 Revisit our Weekly Double Doji Strategy: 
https://x.com/financialsarthi/status/1760286978375868516?s=20 
 
📲 Join our Telegram for real-time market updates &amp; research: 
https://t.me/financialsarthis 
 
Disclaimer: 
• Educational Purpose Only 
• SEBI Registered Research Analyst 
• This is not a Buy/Sell Recommendation | Vikas Khemani bets big on India&#39;s manufacturing shift, sees $BIOCON.NSE  at an &quot;inflection point&quot; 
 
https://www.cnbctv18.com/market/vikas-khemani-bets-on-india-manufacturing-shift-sees-biocon-at-inflection-point-19974251.htm | $PAYTM.NSE $BSE.NSE $TIINDIA.NSE $BIOCON.NSE

https://newsletter.indiastox.com/p/milky-mist-pops-paytm-blocks-bse-gets-hit-again | BIOCON LTD 🚨 
 
✅ US FDA approves Yesintek Single-dose Prefilled Autoinjector 
 
✅ Product indicated for the treatment of moderate to severe plaque psoriasis 
 
✅ Approval strengthens Biocon’s presence in the immunology &amp; dermatology segment 
 
📌 Key development for Biocon’s U.S. portfolio 
 
$BIOCON.NSE | $BIOCON.NSE  expects stronger second half on new biosimilar launches 
 
https://www.cnbctv18.com/market/earnings/biocon-q1-results-expects-stronger-second-half-on-new-biosimilar-launches-syngene-turnaround-seen-by-fy27-end-19963264.htm | 🧬 BIOCON | Management Commentary

📈 Biocon expects its subsidiary Syngene International to deliver stronger performance in the second half of FY27 (October–March).

📌 Key Takeaways:

Management expects Syngene International to perform better during the October–March period.

The outlook suggests improved business momentum in the second half of the financial year.

Investors may watch for stronger execution, higher demand, and improved earnings contribution from Syngene in H2 FY27.

$BIOCON.NSE"
"2026-09-01","South Indian Bank","- CGM Sanchay Kumar Sinha will retire from South Indian Bank effective August 31, 2026, upon completion of his term.","South Indian Bank Senior Management Change Effective Aug 31","- The posts provided consist primarily of verified corporate announcements and official earnings results (board fundraising approval, RBI MD&CEO appointment, Q1 results) rather than unverified social media speculation or rumors about South Indian Bank.","4. South Indian Bank 
 
FII holding: 17.58% → 25.39% 
 
What&#39;s improving: 
• Sharp reduction in NPAs 
• Record annual profit 
• Growth in deposits and advances 
• Focus on retail and MSME lending 
 
Key risk: Profitability metrics still trail leading private sector banks. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE expects stable asset quality, strong gold loan growth 
 
https://www.cnbctv18.com/market/earnings/south-indian-bank-stable-asset-quality-gold-loan-growth-despite-global-risks-ceo-q1-earnings-results-boardroom-geopolitical-tensions-west-asia-19948121.htm | SOUTH INDIAN BANK 
 
✅ Board approves fundraising of up to ₹1,000 Crore through debt securities. 
 
✅ Fundraising is subject to shareholder approval. 
 
✅ The proposed capital raise is expected to strengthen the bank&#39;s funding position and support future growth initiatives. 
 
🏦 A key corporate development to watch for investors. 
 
$SOUTHBANK.NSE | $SOUTHBANK.NSE Q1 Results: Core income drops 13%, asset quality stable 
 
https://www.cnbctv18.com/market/south-indian-bank-q1-results-core-income-drops-13-pc-asset-quality-stable-19947084.htm | 🚨 #SOUTHBANK Q1 FY27 RESULTS 🏦📊

✅ Net Profit: ₹380 Cr ⬆️ 18% YoY (vs ₹322 Cr)

✅ Interest Earned: ₹2,630 Cr ⬆️ 11% YoY (vs ₹2,360 Cr)

✅ Gross NPA: 1.38% vs 1.43% (QoQ)

✅ Net NPA: 0.26% vs 0.29% (QoQ)

$SOUTHBANK.NSE | 🚨 #SOUTHBANK IN FOCUS | RBI APPROVES NEW MD &amp; CEO APPOINTMENT 🏦

📢 The South Indian Bank has received RBI approval for the appointment of Mr. Mahesh Muralidhar Pai as its Managing Director &amp; Chief Executive Officer (MD &amp; CEO).

📊 Key Highlights

✅ RBI approves appointment of Mr. Mahesh Muralidhar Pai as MD &amp; CEO

✅ Brings nearly 30 years of banking experience

✅ Previously served as Chief General Manager – Digital Banking &amp; Innovation at Canara Bank

✅ Extensive expertise across: • Treasury • Retail Banking • MSME Banking • Agriculture Finance • Overseas Operations • Board-level leadership

$SOUTHBANK.NSE"
"2026-09-01","Karnataka Bank","No fresh news found for Karnataka Bank today from the tracked sources.","","- StockTwits users are discussing unconfirmed plans that Karnataka Bank allegedly targets ₹6,000 Cr gold loan expansion with RAM portfolio rebalancing, though no official announcement has been verified.
- One post claims, without evidence, that Karnataka Bank stock is forming an ""Ascending Triangle Breakout"" pattern with potential resistance breakout above ₹280 and upside target of ₹300+—this is technical speculation, not confirmed analysis.
- Posts reference what appear to be official quarterly results and provisional business parameters (Q1 profits, advances growth, deposit figures), but these are being circulated on StockTwits as unverified social media chatter rather than direct official disclosures.","KARNATAKA BANK 📊 
 
✅ Targets ₹6,000 Cr Gold Loan Expansion 
 
✅ Bank plans to aggressively scale its gold loan portfolio, focusing on high-margin, collateral-backed lending. 
 
✅ RAM portfolio rebalancing remains a key strategic focus, with increased emphasis on Retail, Agriculture &amp; MSME segments. 
 
✅ Strategy aims to improve credit mix, profitability and overall asset quality. 
 
📌 Investor Takeaway: A stronger gold-loan franchise and RAM rebalancing could support Karnataka Bank’s growth and margins going forward. 
 
$KTKBANK.NSE | $KTKBANK.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Stock after Achieving Last Suggest Target, Start Trading in Small Rising Wedge and Price close at its Breakout Level. Expected Further Upside move with Breakout Validation Candle. 
Buy Signal already come in MSI Setup. Now MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | KARNATAKA BANK 
 
✅ Q1 Net Profit: ₹419 Crore ⬆️ vs ₹290 Crore YoY (+44.5%) 
 
✅ Q1 Revenue: ₹2,383 Crore ⬆️ vs ₹2,260 Crore YoY (+5.4%) 
 
✅ Gross NPA (GNPA): Improved to 2.58% from 2.78% QoQ. 
 
✅ Net NPA (NNPA): Declined to 0.87% from 0.98% QoQ. 
 
✅ Strong earnings growth backed by improving asset quality and healthy revenue expansion. 
 
📈 A solid quarter for Karnataka Bank, with profitability and asset quality showing positive momentum. 
 
$KTKBANK.NSE | $KTKBANK.NSE 

🚨 KTKBANK | Ascending Triangle Breakout Alert 🚨

📈 KTKBANK is knocking on a major resistance zone!

A decisive breakout above ₹280 could trigger the next leg of the rally, with ₹300+ as the immediate upside target. | #KARNATAKABANK 
 
✅ Gross Advances grew 16.6% YoY, reflecting strong credit growth. 
 
✅ Advances also increased 3.9% QoQ, indicating healthy sequential momentum. 
 
✅ Sustained loan growth highlights robust business expansion and improving lending traction. 
 
📈 A positive operational update that investors will be watching closely. 
 
$KTKBANK.NSE | Karnataka Bank Ltd reports provisional key business parameters as of 30.06.2026. Deposits grew 6.94% YoY to ₹1,10,411.54 Cr, with Gross Advances up 16.59% YoY to ₹86,590.11 Cr. CASA increased 12.46% YoY to ₹35,802.48 Cr. The share of CASA to total deposits stood at 32.43%. These figures are subject to a limited review by auditors.

📊 KARNATAKA BANK LTD | 🏷️ General

🌐 Details: https://wegro.app/IEQQr1

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$KTKBANK.NSE"
"2026-09-01","Deepak Nitrite","No fresh news found for Deepak Nitrite today from the tracked sources.","","- StockTwits users are speculating that Deepak Nitrite's massive ₹115 billion capex plan, while potentially enabling substantial growth, carries significant execution and balance-sheet risks that could offset strong Q1FY27 operational performance.

- One post claims, without evidence, a buy recommendation for $DEEPAKNTR.NSE at ₹1,717 with a one-week target of ₹1,796 and stop loss at ₹1,686.","4. Deepak Nitrite 
 
Q1FY27: 
Revenue: +35% 
EBITDA: +159% 
Net profit: +207% 
EBITDA margin: 21% vs 11% YoY 
 
The story is operating leverage and integrated chemical value chains. 
 
But there is a catch. 
 
The company plans massive capex of around ₹115 bn. 
 
Growth could be substantial, but so can execution and balance-sheet risks. 
 
$DEEPAKNTR.NSE | Vadodara-based $DEEPAKNTR.NSE  expects strong FY27 as raw material strategy supports growth 
 
https://www.cnbctv18.com/market/earnings/vadodara-deepak-nitrite-expects-strong-fy27-raw-material-strategy-supports-growth-west-asia-crisis-q1-earnings-results-boardroom-19964289.htm | Stocks to Focus on 5th Aug 2026

1.  $DEEPAKNTR.NSE  : Buy at ₹1717, Target ₹1796, Stop Loss: ₹1686

2. $ICICIGI.NSE  : Buy at ₹1644, Target ₹1676, Stop Loss: ₹1627

3. $BHARTIHEXA.NSE : Buy at ₹1616, Target ₹1677, Stop Loss: ₹1593

Time Period - 1 week | #DEEPAKNITRITE | Q1 Results 📊 
 
✅ Net Profit jumps to ₹345 Cr vs ₹112.2 Cr YoY (↑207%) 🚀 
 
✅ Revenue rises 36.4% YoY to ₹2,577.6 Cr vs ₹1,889.8 Cr 
 
✅ EBITDA surges to ₹540.2 Cr vs ₹189.4 Cr YoY (↑185%) 
 
✅ EBITDA Margin expands sharply to 21.0% from 10.03% YoY 📈 
 
🔥 Strong quarter with robust earnings growth, higher profitability, and significant margin expansion. 
 
$DEEPAKNTR.NSE | $DEEPAKNTR.NSE Q1 profit surges as margin doubles; board clears ₹2,500 crore expansion 
 
https://www.cnbctv18.com/market/deepak-nitrite-q1-results-profit-surges-margin-doubles-clears-rs-2500-crore-expansion-19961655.htm | Stocks to Watch for August 5: $BHARTIARTL.NSE , $NYKAA.NSE , $DEEPAKNTR.NSE , $MARICO and more 
 
https://www.cnbctv18.com/photos/market/top-stocks-to-watch-for-august-5-bharti-airtel-bharti-hexacom-nykaa-and-banks-auto-rbi-mpc-decision-19961529.htm"
"2026-09-01","Aditya Birla Capital","No fresh news found for Aditya Birla Capital today from the tracked sources.","","- StockTwits users are speculating that ABCAPITAL is entering a strong technical ""TREND"" phase on the SSSS indicator, claiming a fresh 52-week high and breakout after consolidation, though this is based on an unverified proprietary indicator and not independent market analysis.

- Most posts consist of verified news links and factual financial metrics (P/E ratios, FII holdings, earnings growth) rather than unconfirmed rumors or speculation about the company.","$ABCAPITAL.NSE shares gain after unit enters gold loan business, plans 1,000 branch rollout 
 
https://www.cnbctv18.com/market/aditya-birla-capital-share-price-unit-enters-gold-loan-business-1000-branch-rollout-in-three-years-19973312.htm | Stocks to Watch in Coming Weeks -                           
$GRASIM.NSE 
$NATIONALUM.NSE 
$TMPV.NSE 
$SHRIRAMFIN.NSE 
$ABCAPITAL.NSE 
 
These stocks are ones to watch in the coming days. Are you adding any of them to your portfolio? | 🚨 Stock on SSSS Radar: ABCAPITAL 
 
📈 ABCAPITAL has just entered the TREND Category on the Smooth Structural Strength Score (SSSS) indicator. 
 
✅ Fresh 52-Week High 
✅ Breakout after a long consolidation 
✅ Trading in uncharted territory 
⏳ Next milestone: Leadership Category 
 
Why SSSS? 
 
🟢 For Passive Investors 
Hold winners as long as they remain in Trend or Leadership. 
 
No need to predict market tops. 
 
No need to worry about overbought readings or bearish divergences. 
 
Exit only when the stock weakens into Choppy or Noise. 
 
🔵 For Active Traders 
 
A quality watchlist creates quality opportunities. 
Whether you trade: 
• Swing Trading 
• Positional Trading 
• F&amp;O Strategies 
• Breakouts 
• Momentum Systems 
helps you focus on stocks with improving structural strength—before they become market leaders. 
 
Stop predicting. Start filtering. 
 
The biggest edge isn&#39;t finding more trades—it&#39;s avoiding weak stocks. 
 
📊 SSSS Indicator is available on TradingView through an affordable subscription $ABCAPITAL.NSE | $ABCAPITAL.NSE  Q1 Results: Lending, insurance lift profit 40%; AUM tops ₹7.5 lakh crore 
 
https://www.cnbctv18.com/market/aditya-birla-capital-q1-results-lending-insurance-lift-profit-aum-tops-rs-7-5-lakh-crore-19958807.htm | 2. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE | 3. Aditya Birla Capital 
 
Valuation: P/E of 27.58 vs industry average of 31.05 
FII holding: 7.01% → 7.94% (+0.93 percentage points) 
 
Key highlights: 
• Diversified financial services platform 
• Q4 Net Interest Income grew 27.4% YoY 
• Net profit increased 30.6% YoY 
 
$ABCAPITAL.NSE"
"2026-09-01","Cohance Lifesciences","No fresh news found for Cohance Lifesciences today from the tracked sources.","","- StockTwits users are sharing technical trading ideas with price targets for breakouts above 486.50, though these are unverified swing trade speculation with no fundamental basis cited.

- Social media posts claim, without independent verification, that Cohance Lifesciences recently experienced a leadership transition with a new Chairman and Group CEO appointment and is shifting toward a technology-driven CDMO platform, with community members speculating on impacts to long-term growth.

- StockTwits users are discussing official SEBI regulatory disclosures regarding share encumbrances and their release by major shareholders (Berhyanda Limited and Jusmiral Holdings Limited), though speculation about what these structural changes mean for the company's future remains unconfirmed.","SWING TRADE IDEA🔥
STOCK: $COHANCE.NSE 
TIMEFRAME: 1 Day Chart 
Breakout above: 486.50+
SL: 465
Target: 510/531/585/640+++
(Do your own research before investing) | $COHANCE.NSE ’ Hyderabad plant gets USFDA observations: What it means for the pharma maker 
 
https://www.cnbctv18.com/business/companies/cohances-hyderabad-facility-gets-five-usfda-observations-after-inspection-19962649.htm | $COHANCE.NSE - CMP: 406.3
O: 410.0 | H: 412.3 | L: 403.55 | Prev: 414.63 | Change: -2.05%

Sector: Health Technology
Industry: Pharmaceuticals Major

Cohance Lifesciences is trending following significant corporate developments, including a recent leadership transition with the appointment of a new Chairman and Group CEO and the approval of an employee stock option plan. The community is actively monitoring the company&#39;s strategic shift toward a technology-driven CDMO platform, with discussions focusing on the impact of these changes on long-term growth and operational execution.

Explore the tools for automated analysis at https://kkonline.org/nimblrta/ | Cohance Lifesciences Limited announces that Catalyst Trusteeship Limited, as onshore security agent, has created an encumbrance over 21,99,30,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (33.34%) &amp; Jusmiral Holdings Limited (24.15%). This is to secure term loan facilities availed by the borrowers from various lenders including Barclays Bank Plc &amp; Deutsche Bank AG. The pledge effective June 17, 2026, and covenants effective June 16, 2026, restrict disposal of these shares.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/OR7tPk

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited reports an encumbrance on 219,930,170 equity shares (57.49% of total share capital) held by Berhyanda Limited (127,539,592 shares, 33.34%) &amp; Jusmiral Holdings Limited (92,390,578 shares, 24.15%). This indirect encumbrance arose from term loan facilities availed by the borrowers under a Facility Agreement dated June 11, 2026, with covenants taking effect from June 16, 2026. Shares of the borrowers have also been pledged via Offshore Pledge Agreements.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(1) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/fvFMcO

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE | Cohance Lifesciences Limited announces the release of encumbrance on equity shares held by Berhyanda Limited &amp; Jusmiral Holdings Limited. This release, effective June 16, 2026, follows the full repayment of notes issued under a Notes Purchase Agreement. Previously, Berhyanda Limited had 12,75,39,592 shares (33.34% stake) &amp; Jusmiral Holdings Limited had 9,23,90,578 shares (24.15% stake) under encumbrance. This disclosure is made as per SEBI SAST Regulations.

📊 COHANCE LIFESCIENCES LTD | 🏷️ Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011

🌐 Details: https://wegro.app/1Zo9P9

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$COHANCE.NSE"
"2026-09-01","PhysicsWallah","- Lightspeed Opportunity Fund II exited its entire 1.61% stake in PhysicsWallah for approximately ₹550 crore in August, less than two years after investing $210 million in the edtech firm in 2024.

- The stake sale occurred just as the IPO lock-in period expired, with ICICI and Goldman Sachs among the buyers in the block deal.

- An article from NDTV alleges that Lightspeed logged ""lacklustre returns"" on its quick exit from PhysicsWallah following its earlier experience with Byju's investment.","Lightspeed's Rush Exit From PhysicsWallah After Byju's Bet Raises Edtech Revival Questions | Block, bulk deals hit 14-month high in August at Rs 80,000 crore - The Economic Times | Block, bulk deals hit 14-month high in August at Rs 80,000 crore","- StockTwits users are discussing a ₹550 crore block deal in which Lightspeed Opportunity Fund sold a 1.6% equity stake in PhysicsWallah, though these posts primarily reference official news reports rather than unverified speculation.

- Posts on the platform highlight PhysicsWallah's Q1 results showing 34% YoY revenue growth to ₹930 Cr and a sharp narrowing of net losses to ₹22.9 Cr from ₹126 Cr, with an accompanying analyst upgrade mentioned.

- Generic posts mention PhysicsWallah's ticker symbol alongside other unrelated stocks in market newsletters, without specific chatter or speculation about the company itself.","PHYSICSWALLAH (#PW) 
 
✅ Block Deal Alert: Lightspeed Opportunity Fund sells 4.7 Cr shares of Physicswallah 
 
✅ Transaction involves 1.6% equity stake in the company 
 
✅ Deal value stands at approximately ₹550 Cr 
 
📌 Key takeaway: A sizeable stake change in one of India’s leading edtech companies draws investor attention. 
 
$PHYSICSWALLAH.P | 📊 A ₹550 crore $PHYSICSWALLAH.P block deal sees 1.6% of the company’s equity change hands. 
 
https://www.cnbctv18.com/market/physicswallah-share-price-equity-worth-rs-550-crore-changes-hands-19977205.htm | $BSE.NSE $UFLEX.NSE $PHYSICSWALLAH.P $DRREDDY.NSE $COCHINSHIP.NSE

https://newsletter.indiastox.com/p/bse-gets-cut-uflex-explodes-dr-reddy-s-trips | $PHYSICSWALLAH.P shares jump 8% after Q1 revenue rises 24%, $JMFINANCIL.NSE upgrades 
 
https://www.cnbctv18.com/market/physicswallah-share-price-jumps-after-q1-revenue-rises-jm-financial-upgrades-19970914.htm | PHYSICS WALLAH (PW) 📊 
 
✅ Q1 Net Loss narrowed sharply to ₹22.9 Cr vs ₹126 Cr YoY 
 
✅ Revenue jumped 34% YoY to ₹930 Cr vs ₹694 Cr 
 
✅ Strong revenue growth coupled with a significant reduction in losses 
 
$PHYSICSWALLAH.P | $PHYSICSWALLAH.P $RAJESHEXPO.NSE $TITAN.NSE $POWERINDIA.NSE $AGARIND.NSE

https://newsletter.indiastox.com/p/sebi-shock-student-loans-and-jewellery-targets"
"2026-09-01","Godawari Power and Ispat","No fresh news found for Godawari Power and Ispat today from the tracked sources.","","No notable social media chatter found for Godawari Power and Ispat today.",""
"2026-09-01","Ramco Industries Ltd","No fresh news found for Ramco Industries Ltd today from the tracked sources.","","- StockTwits users are speculating that Ramco Industries is positioned for a ""rounding bottom breakout"" with technical signals suggesting an imminent price move upward, though these are unverified trading claims based on proprietary charting methods.

- Unverified social media posts claim Ramco Industries has triggered a ""golden crossover"" (50-day moving average crossing above the 200-day line) and completed a ""cup and handle breakout,"" presented as bullish technical signals without independent verification.

- Posts reference official postal ballot results showing Shri Ajay Bhaskar Baliga's re-appointment as Non-Executive Independent Director approved with 99.9992% voter support, though this appears to be company-announced information rather than unverified speculation.","$RAMCOIND.NSE  
#MSISetup #MomentumTrading #MomentumMentor #RuleBasedSetup 
Ready for Rounding Bottom Breakout. Price close Just at Breakout Level. Expect Breakout Soon. 
Fresh Buy Signal Just come in MSI Setup. MSI Line in Bullish Zone. 
 
Check my Profile Bio to Connect.  
For more Content Like This - 
Subscribe my Educational Youtube Channel (Handle - @MomentumMentorAbhi). 
Follow me on Twitter/X (Handle - @abhishek_kush ).  
Follow me on TradingView (Handle - @Abhishek_MomentumTrader) | Technical Breakouts: Golden Crossover(Stocks where the short-term 50-day moving average has recently crossed above the long-term 200-day moving average, signaling strong long-term structural momentum)
OnMobile Global $ONMOBILE.NSE 
  Roto Pumps $ROTO.NSE 
 Ramco Industries  $RAMCOIND.NSE | $RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Golden Crossover Stocks
Ramco Industries: Triggered a fresh bullish golden crossover as its short-term moving average crossed cleanly above the 200-day line, following a recent cup and handle breakout.

Apollo Hospitals: Confirmed strong technical strength with its moving averages maintaining a positive, upward-sloping alignment after a golden cross.

Oracle Financial Services (OFSS): Displayed extended bullish momentum, well supported by long-term accumulation setups following its structural crossover.
$RAMCOIND.NSE $APOLLOHOSP.NSE $OFSS.NSE | Ramco Industries Ltd announces the successful completion of its postal ballot, with shareholders approving the re-appointment of Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 - July 26, 2031). The resolution passed with a high majority, reflecting shareholder confidence in the director&#39;s continued role. This re-appointment is crucial for board continuity &amp; governance. 📈

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/AgQSsY

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE | Ramco Industries Ltd announced the results of its postal ballot. A resolution to re-appoint Shri Ajay Bhaskar Baliga as a Non-Executive Independent Director for a second term of 5 years (July 27, 2026 to July 25, 2031) was passed. The re-appointment received 99.9992% of the votes in favour out of the total valid votes cast. The total valid votes were 5,84,85,495.

📊 RAMCO INDUSTRIES LTD | 🏷️ Postal Ballot

🌐 Details: https://wegro.app/e4oBBQ

⚡️Instant stock alerts on WhatsApp - Try FREE 👉 https://www.wegro.app/go

$RAMCOIND.NSE"
